branch_key,branch_name,branch_address,branch_city,branch_state,branch_zip
344,FIRST AVENUE & 72ND STREET BRANCH,360 EAST 72ND STREET,New York,NY,10021.0
345,LEXINGTON AVENUE & 72ND STREET BRANCH,1003 LEXINGTON AVENUE,New York,NY,10021.0
346,MADISON AVENUE & 72ND STREET BRANCH,35 EAST 72ND STREET,New York,NY,10021.0
347,YORK AVENUE HOSPITAL BKG CNTR BRANCH,1324 YORK AVENUE,New York,NY,10021.0
348,THIRD AVE ADN 69TH ST BRANCH,1191 3RD AVENUE,New York,NY,10021.0
349,THIRD AVENUE & 51ST STREET BRANCH,850 THIRD AVENUE,New York,NY,10022.0
350,SUTTON PLACE BRANCH,994 FIRST AVENUE,New York,NY,10022.0
351,PARK AVENUE AND 55TH ST BRANCH,410 PARK AVENUE,New York,NY,10022.0
352,THIRD AVENUE AND 56TH STREET BRANCH,919 THIRD AVENUE,New York,NY,10022.0
353,GRAND MEEKMAN BANKING CENTER BRANCH,900 1ST AVENUE,,NY,10022.0
354,PARK AVENUE & 57TH STREET BKG. CTR. BRANCH,445 PARK AVENUE,,NY,10022.0
355,PARK AVENUE AND 52ND ST BRANCH,360 PARK AVENUE,,NY,10022.0
356,GM BUILDING BANKING CENTER BRANCH,610 MADISON AVENUE,,NY,10022.0
357,PARK AVENUE BRANCH,510 PARK AVENUE,,NY,10022.0
358,57TH & FIRST AVENUE BRANCH,360 E. 57TH STREET,,NY,10022.0
359,SECOND AVE E AND 53RD ST BRANCH,993 SECOND AVE,New York,NY,10022.0
360,COLUMBUS AVENUE & 72ND STREET BRANCH,260 COLUMBUS AVENUE,New York,NY,10023.0
361,73RD STREET & BROADWAY BRANCH,2099 BROADWAY,,NY,10023.0
362,COLUMBUS & 76TH ST. BKG. CTR. BRANCH,335 COLUMBUS AVENUE,,NY,10023.0
363,BROADWAY AND 61ST BRANCH,1860 BROADWAY,,NY,10023.0
364,70TH & BROADWAY BANKING CNTR BRANCH,2030 BROADWAY,,NY,10023.0
365,COLUMBUS LINCOLN SQUARE BANKING CENTER,160 COLUMBUS AVENUE,New York,NY,10023.0
366,WEST 86TH STREET BRANCH,59 WEST 86TH STREET,New York,NY,10024.0
367,BROADWAY AND 79TH STREET BRANCH,2219 BROADWAY,New York,NY,10024.0
368,UPPER BROADWAY BRANCH,2438 BROADWAY (90TH STREET),New York,NY,10024.0
369,COLUMBIA UNIVERSITY BRANCH,2824-26 BROADWAY,New York,NY,10025.0
370,BROADWAY AND 96TH STREET BRANCH,"2551 BROADWAY, 96TH STREET",New York,NY,10025.0
371,112TH & BROADWAY BRANCH,2875 BROADWAY,New York,NY,10025.0
372,COLUMBUS AND 97TH BRANCH,775 COLUMBUS AVE,New York,NY,10025.0
373,FREDERICK DOUGLASS BOULEVARD BRANCH,2195 FREDERICK DOUGLAS BOULEVARD,New York,NY,10026.0
374,HARLEM BRANCH,322 WEST 125TH STREET,New York,NY,10027.0
375,WEST 125TH STREET BRANCH,55 WEST 125TH STREET,New York,NY,10027.0
376,WEST HARLEM BRANCH,350 WEST 125TH STREET,New York,NY,10027.0
377,BROADWAY & 125TH BRANCH,3200 BROADWAY,New York,NY,10027.0
378,YORKVILLE BRANCH,126 EAST 86TH STREET,New York,NY,10028.0
379,GRACIE SQUARE BRANCH,453 EAST 86TH STREET,New York,NY,10028.0
380,MADISON AVENUE & 86TH STREET BRANCH,12 EAST 86TH STREET,New York,NY,10028.0
381,SECOND AVENUE & 86TH STREET BRANCH,244 EAST 86TH STREET,New York,NY,10028.0
382,SECOND AVE AND 106TH ST BRANCH,2065 2ND AVENUE,New York,NY,10029.0
383,THIRD AVENUE AND 106TH ST BRANCH,1924 THIRD AVENUE,New York,NY,
384,EAST HARLEM BRANCH,179 E 116TH ST,New York,NY,10029.0
385,STRIVERS GARDENS BANKING CENTER BRANCH,300 WEST 135TH STREET,New York,NY,10030.0
386,BROADWAY AND 144TH ST BRANCH,3515 BROADWAY,New York,NY,10031.0
387,BROADWAY AND 136TH BRANCH,3359 BROADWAY,New York,NY,10031.0
388,BROADWAY AND 149TH BRANCH,3619 BROADWAY,New York,NY,10031.0
389,AUDUBON BRANCH,3940 BROADWAY,New York,NY,10032.0
390,NY PRESBYTERIAN BRANCH,180 FORT WASHINGTON AVENUE,New York,NY,10032.0
391,WASHINGTON HEIGHTS BRANCH,1421 SAINT NICHOLAS AVENUE,New York,NY,10033.0
392,FORT WASHINGTON AVENUE BRANCH,596 FORT WASHINGTON AVENUE,New York,NY,10033.0
393,WEST 207TH BRANCH,570 WEST 207TH STREET,New York,NY,10034.0
394,HARLEM METRO NORTH BRANCH,103 E 125TH ST,New York,NY,10035.0
395,TIMES SQUARE BRANCH,3 TIMES SQUARE,New York,NY,10036.0
396,MORGAN STANLEY CORP CASHIER BRANCH,1585 BROADWAY,New York,NY,10036.0
397,AVENUE OF THE AMERICAS BRANCH,"1211 AVENUE OF THE AMERICAS, 39TH FL",New York,NY,10036.0
398,SIXTH AVENUE AND 43RD STREET BRANCH,1120 AVENUE OF THE AMERICAS,New York,NY,10036.0
399,CLINTON BANKING CENTER BRANCH,471 WEST 42ND STREET,New York,NY,10036.0
400,FIFTH AVENUE & 44TH STREET BANKING CENTER BRANCH,"530 FIFTH AVENUE, 1ST FLR",New York,NY,10036.0
401,135TH STREET & FIFTH AVENUE BRANCH,2218 5TH AVENUE,New York,NY,10037.0
402,BROADWAY AND FULTON BRANCH,214 BROADWAY,New York,NY,10038.0
403,WATER STREET & MAIDEN LANE BANKING CENTER,155 WATER STREET,New York,NY,10038.0
404,HAMILTON HEIGHTS BANKING CENTER BRANCH,330 WEST 145TH STREET,New York,NY,10039.0
405,DYCKMAN STREET BRANCH,161 DYCKMAN STREET,New York,NY,10040.0
406,WATER STREET BRANCH,55 WATER STREET,New York,NY,10041.0
407,BLOOMINGDALES BRANCH,770 LEXINGTON AVENUE,New York,NY,10065.0
408,MADISON AVENUE AND 64TH ST BRANCH,726 MADISON AVENUE,New York,NY,10065.0
409,LEXINGTON AND 69TH ST. BKG. CTR. BRANCH,941 LEXINGTON AVENUE,New York,NY,10065.0
410,SECOND AVENUE AND 62ND ST BRANCH,1180 2ND AVENUE,New York,NY,10065.0
411,THIRD AVENUE AND 65TH STREET BRANCH,1100 THIRD AVENUE,New York,NY,10065.0
412,MADISON AND 64TH ST BRANCH,726 MADISON AVE,New York,NY,10065.0
413,EAST END BRANCH,1495 YORK AVENUE,New York,NY,10075.0
414,MADISON & 79TH STREET BRANCH,1025 MADISON AVENUE,New York,NY,10075.0
415,THIRD AVENUE AND 79TH STREET BRANCH,201 EAST 79TH STREET,New York,NY,10075.0
416,CARNEGIE HILL BRANCH,181 EAST 90TH STREET,New York,NY,10128.0
417,SECOND AVENUE & 93RD ST BNKG BRANCH,1801 SECOND AVENUE,New York,NY,10128.0
418,CARNEGIE HILL BRANCH,1221 MADISON AVENUE (88TH STREET),New York,NY,10128.0
419,PARK AVENUE AND 48TH ST BRANCH,277 PARK AVENUE,New York,NY,10172.0
420,CHRYSLER BUILDING BRANCH,405 LEXINGTON AVENUE,New York,NY,10174.0
421,GATEWAY PLAZA BRANCH,331-337 SOUTH END AVENUE,New York,NY,10280.0
422,FOREST AVENUE LIVERMORE BRANCH,1480 FOREST AVENUE,Richmond,NY,10302.0
423,STAPLETON BRANCH,621 BAY STREET,Richmond,NY,10304.0
424,TODT HILL BRANCH,1657 RICHMOND RD,Richmond,NY,10304.0
425,GRASMERE BRANCH,1151 HYLAN BOULEVARD,Richmond,NY,10305.0
426,DONGAN HILLS BRANCH,1690 HYLAN BOULEVARD,Richmond,NY,10305.0
427,TYSENS LANE BRANCH,2754 HYLAN BOULEVARD,Richmond,NY,10306.0
428,NEW DORP BRANCH,200 NEW DORP LANE,Richmond,NY,10306.0
429,AMBOY MONTREAL BRANCH,3155 AMBOY ROAD,Richmond,NY,10306.0
430,HYLAN PLAZA BRANCH,2626 HYLAN BOULEVARD,Richmond,NY,10306.0
431,TOTTENVILLE BRANCH,280 PAGE AVENUE,Richmond,NY,10307.0
432,PLEASANT PLAINS-BEDELL BRANCH,6390 AMBOY ROAD,Richmond,NY,10309.0
433,WEST NEW BRIGHTON BRANCH,666 FOREST AVENUE,Richmond,NY,10310.0
434,ARDEN HEIGHTS BRANCH,230 ARDEN AVENUE,Richmond,NY,10312.0
435,ELTINGVILLE BRANCH,4385 AMBOY RD,Richmond,NY,10312.0
436,RICHMOND AVENUE BRANCH,2845 RICHMOND AVENUE,Richmond,NY,
437,STATEN ISLAND MALL BRANCH,2655 RICHMOND AVENUE,Richmond,NY,10314.0
438,MANOR ROAD BRANCH,754 MANOR ROAD,Richmond,NY,10314.0
439,YANKEE STADIUM BRANCH,76 EAST 161ST STREET,Bronx,NY,10451.0
440,STADIUM BRANCH,75 EAST 161 STREET,Bronx,NY,10451.0
441,GATEWAY CENTER AT BRONX TERMINAL MARKETING BANKING CENTER,654 EXTERIOR STREET,Bronx,NY,10451.0
442,BRONX 170TH STREET BANKING CENTER,96 EAST 170TH STREET,Bronx,NY,10452.0
443,BURNSIDE AVENUE BRANCH,5 WEST BURNSIDE AVENUE,Bronx,NY,10453.0
444,UNIVERSITY HEIGHTS BRANCH,1755 UNIVERSITY AVENUE,Bronx,NY,10453.0
445,MOTT HAVEN BRANCH,270 EAST 137TH STREET,Bronx,NY,10454.0
446,MELROSE BRANCH,360 EAST 149TH STREET,Bronx,NY,10455.0
447,TREMONT BRANCH,601 EAST TREMONT AVENUE,Bronx,NY,10457.0
448,EAST TREMONT BRANCH,695 EAST TREMONT AVENUE,Bronx,NY,10457.0
449,ARTHUR AVENUE BRANCH,2402 ARTHUR AVENUE,Bronx,NY,10458.0
450,EAST FORDHAM BRANCH,257 E FORDHAM RD,Bronx,NY,10458.0
451,EAST FORDHAM & 3RD AVENUE BRANCH,4780 THIRD AVENUE,Bronx,NY,10458.0
452,SOUTHERN BLVD BRANCH,1051 WESTCHESTER AVENUE,Bronx,NY,10459.0
453,VYSE AVENUE BRANCH,74 HORIZON PLAZA,Bronx,NY,10460.0
454,WESTCHESTER SQUARE BRANCH,2725 EAST TREMONT AVENUE,Bronx,NY,10461.0
455,MORRIS PARK BRANCH,1068 MORRIS PARK AVENUE,,NY,10461.0
456,PELHAM BAY BRANCH,3217 WESTCHESTER AVENUE,,NY,10461.0
457,BUHRE AVENUE BRANCH,3008 BUHRE AVENUE,Bronx,NY,10461.0
458,PELHAM PARKWAY BRANCH,2126 WHITE PLAINS ROAD,Bronx,NY,10462.0
459,PARKCHESTER BRANCH,11 HUGH J. GRANT CIRCLE,Bronx,NY,10462.0
460,METROPOLITAN AVE AND WOOD BRANCH,1489 METROPOLITAN AVENUE,,NY,10462.0
461,CASTLE HILL AVENUE BRANCH,1309 CASTLE HILL AVENUE,,NY,10462.0
462,RIVERDALE BRANCH,3775 RIVERDALE AVENUE,Bronx,NY,10463.0
463,BROADWAY BRANCH,5581 BROADWAY,Bronx,NY,10463.0
464,KNOLLS CRESCENT BRANCH,13B KNOLLS CRESCENT,Bronx,NY,10463.0
465,RIVERDALE PAO BRANCH,3775 RIVERDALE AVENUE,Bronx,NY,10463.0
466,225TH & BROADWAY BRANCH,90 W 225TH STREET,Bronx,NY,10463.0
467,CITY ISLAND BRANCH,207 CITY ISLAND AVENUE,Bronx,NY,10464.0
468,THROGGS NECK BRANCH,3528 EAST TREMONT AVENUE,Bronx,NY,10465.0
469,WAKEFIELD BRANCH,725 EAST 233RD STREET,Bronx,NY,10466.0
470,BAINBRIDGE BRANCH,3169 BAINBRIDGE AVENUE,Bronx,NY,10467.0
471,ALLERTON AVENUE BRANCH,748 ALLERTON AVENUE,,NY,10467.0
472,MOSHOLU BRANCH,3408 JEROME AVENUE,,NY,10467.0
473,PERRY & HULL BRANCH,311 E 204TH STREET,Bronx,NY,10467.0
474,WHITE PLAINS BRANCH,3514 WHITE PLAINS ROAD,Bronx,NY,10467.0
475,ALLERTON AND WHITE PLAINS RD BRANCH,699 ALLERTON AVE,Bronx,NY,10467.0
476,KINGSBRIDGE ROAD BRANCH,66 EAST KINGSBRIDGE ROAD,Bronx,NY,10468.0
477,CONCOURSE BRANCH,128 EAST FORDHAM ROAD,Bronx,NY,10468.0
478,JEW. HOME & HOSP. MOBILE TEL. BRANCH,100 WEST KINGSBRIDGE ROAD,Bronx,NY,10468.0
479,GUN HILL BRANCH,1308 EAST GUN HILL ROAD,Bronx,NY,
480,GUN HILL ROAD BRANCH,1650 GUN HILL ROAD,Bronx,NY,10469.0
481,RIVERDALE NORTH BRANCH,5656 RIVERDALE AVENUE,Bronx,NY,10471.0
482,BOYNTON AVENUE BRANCH,1536 WESTCHESTER AVENUE,Bronx,NY,10472.0
483,CASTLE HILL BRANCH,784 CASTLE HILL AVENUE,Bronx,NY,10473.0
484,HUNTS POINT BRANCH,1355 OAK POINT AVENUE,Bronx,NY,10474.0
485,KRASDALE FOODS CORP CASHIER BRANCH,"400 FOOD CENTER DRIVE, HUNTS POINT",Bronx,NY,10474.0
486,BAY PLAZA BRANCH,2130 BARTOW AVENUE,Bronx,NY,10475.0
487,CO OP CITY BRANCH,675 CO OP CITY BLVD,Bronx,NY,10475.0
488,ARDSLEY BRANCH,875 SAW MILL RIVER ROAD,Westchester,NY,10502.0
489,ARDSLEY ASHFORD BRANCH,500 ASHFORD AVENUE,Westchester,NY,10502.0
490,ARMONK SQUARE BRANCH,"400 MAIN STREET, SUITE 1",Westchester,NY,10504.0
491,BALDWIN PLACE BRANCH,80 ROUTE 6,Westchester,NY,10505.0
492,BEDFORD VILLAGE BRANCH,420 OLD POST ROAD,Westchester,NY,10506.0
493,MOUNT KISCO SATELLITE EXPRESS BRANCH,777 NORTH BEDFORD ROAD,Westchester,NY,10507.0
494,BEDFORD HILLS BRANCH,711 BEDFORD ROAD,Westchester,NY,10507.0
495,BREWSTER BRANCH,1511 ROUTE 22,Putnam,NY,10509.0
496,BREWSTER CLOCKTOWER COMMONS BRANCH,700 CLOCKTOWER COMMONS,Putnam,NY,10509.0
497,BRIARCLIFF MANOR BRANCH,1100 PLEASANTVILLE ROAD,Westchester,NY,10510.0
498,OSAGE BRANCH,1946 PLEASANTVILLE RD,Westchester,NY,10510.0
499,CHAPPAQUA BRANCH,417 KING STREET,Westchester,NY,10514.0
500,CROSS RIVER BRANCH,20 N SALEM RD,Westchester,NY,10518.0
501,CROTON BRANCH,2003 ALBANY POST ROAD,Westchester,NY,10520.0
502,CROTON-ON-HUDSON BRANCH,171 SOUTH RIVERSIDE AVENUE,Westchester,NY,10520.0
503,DOBBS FERRY BRANCH,12 ASHFORD AVENUE,Westchester,NY,10522.0
504,ELMSFORD BRANCH,324 SAW MILL RIVER ROAD,Westchester,NY,10523.0
505,ELMSFORD MAIN ST BRANCH,20 EAST MAIN STREET,Westchester,NY,10523.0
506,HALSTON AND HARRISON BRANCH,275 HALSTEAD AVENUE,Westchester,NY,10528.0
507,HALSTEAD AND OSBORN BRANCH,402 HALSTEAD AVENUE,Westchester,NY,10528.0
508,NORTH HARTSDALE BRANCH,353 NORTH CENTRAL AVENUE,Westchester,NY,10530.0
509,HARTSDALE BRANCH,3 SOUTH CENTRAL PARK AVENUE,Westchester,NY,10530.0
510,HARTSDALE BRANCH,232 EAST HARTSDALE AVENUE,Westchester,NY,10530.0
511,IRVINGTON BRANCH,45 MAIN STREET #47,Westchester,NY,10533.0
512,KATONAH BRANCH,140 KATONAH AVENUE,Westchester,NY,10536.0
513,BOSTON POST RD AND WEAVER BRANCH,1350 BOSTON POST ROAD,Westchester,NY,10538.0
514,LARCHMONT BRANCH,125 CHATSWORTH AVENUE,Westchester,NY,10538.0
515,MAMARONECK BRANCH,242 MAMARONECK AVENUE,Westchester,NY,10543.0
516,EAST BOSTON POST ROAD BRANCH,535 EAST BOSTON POST ROAD,Westchester,NY,10543.0
517,MILLWOOD BRANCH,230 SAW MILLRIVER ROAD,Westchester,NY,10546.0
518,MOHEGAN LAKE FSC BRANCH,"3105 EAST MAIN STREET, CORTLANDT TOWN CENTER",Westchester,NY,10547.0
519,MOGER AVE BRANCH,55 EAST MAIN STREET,Westchester,NY,10549.0
520,MOUNT VERNON BRANCH,22 WEST FIRST STREET,Westchester,NY,10550.0
521,MT. VERNON AVE BRANCH,156 MT. VERNON AVENUE,Westchester,NY,10550.0
522,FLEETWOOD BRANCH,511 GRAMATAN AVENUE,Westchester,NY,10552.0
523,OSSINING BRANCH,21 SPRING STREET,Westchester,NY,10562.0
524,ARCADIAN SHOPPING CENTER BRANCH,214 S HIGHLAND AVENUE,Westchester,NY,10562.0
525,PEEKSKILL BRANCH,1825 EAST MAIN STREET,Westchester,NY,
526,PEEKSKILL BRANCH,1025 BROWN STREET,Westchester,NY,10566.0
527,PLEASANTVILLE BRANCH,17 WASHINGTON AVENUE,Westchester,NY,10570.0
528,PLEASANTVILLE BRANCH,444 BEDFORD ROAD,Westchester,NY,10570.0
529,NORTH MAIN STREET BRANCH,122 NORTH MAIN STREET,Westchester,NY,10573.0
530,PORT CHESTER MIDLAND BRANCH,112 MIDLAND AVENUE,Westchester,NY,10573.0
531,RYE RIDGE BRANCH,150 SOUTH RIDGE STREET,Westchester,NY,10573.0
532,MASTERCARD INT'L CORP CASHIER BRANCH,2000 PURCHASE STREET,Westchester,NY,10577.0
533,RYE BRANCH,73 PURCHASE STREET,Westchester,NY,10580.0
534,VERNON HILLS SCARSDALE BRANCH,676 WHITE PLAINS ROAD,Westchester,NY,10583.0
535,SCARSDALE CENTRAL PARK BRANCH,"660 CENTRAL PARK AVENUE, #662",Westchester,NY,10583.0
536,SCARSDALE BRANCH,8 EAST PARKWAY,Westchester,NY,10583.0
537,HEATHCOTE BRANCH,20 PALMER AVENUE,Westchester,NY,10583.0
538,SHRUB OAK BRANCH,1336 EAST MAIN STREET,Westchester,NY,10588.0
539,SOMERS BRANCH,265 ROUTE 202,Westchester,NY,10589.0
540,SOMERSTOWN CENTER BRANCH,265 US 202,Westchester,NY,10589.0
541,THRUWAY BRANCH,360 SOUTH BROADWAY,Westchester,NY,10591.0
542,TARRYTOWN STATION BKG. CTR. BRANCH,139 WILDEY STREET,Westchester,NY,10591.0
543,TARRYTOWN BRANCH,64 NORTH BROADWAY,Westchester,NY,10591.0
544,THORNWOOD BRANCH,608 COLUMBUS AVENUE,Westchester,NY,10594.0
545,THORNWOOD BRANCH,10 MARBLE AVENUE,Westchester,NY,10594.0
546,JEFFERSON VALLEY MALL BRANCH,720 LEE BLVD AT ROUTE 6,Westchester,NY,10598.0
547,YORKTOWN HEIGHTS BRANCH,2035 CROMPOND ROAD,Westchester,NY,10598.0
548,YORKTOWN COMMERCE ST BRANCH,2002 COMMERCE STREET,Westchester,NY,10598.0
549,CORTLANDT MANOR BRANCH,3394 CROMPOND RD,Westchester,NY,10598.0
550,WHITE PLAINS BRANCH,191 MAMARONECK AVENUE,Westchester,NY,10601.0
551,MAIN STREET BRANCH,235 MAIN STREET,Westchester,NY,10601.0
552,WHITE PLAINS/GATEWAY PLAZA BRANCH,1 NORTH LEXINGTON AVENUE,Westchester,NY,10601.0
553,NORTH WHITE PLAINS BRANCH,566 NORTH BROADWAY,Westchester,NY,10603.0
554,GRASSLANDS BRANCH,1150 KNOLLWOOD ROAD,Westchester,NY,10603.0
555,SILVER LAKE BRANCH,107 LAKE STREET,Westchester,NY,10604.0
556,CORPORATE PARK BRANCH,100 CORPORATE PARK DRIVE,Westchester,NY,10604.0
557,ROSEDALE BRANCH,1214 MAMARONECK AVENUE,Westchester,NY,10605.0
558,GEDNEY BRANCH,501 MAMARONECK AVENUE,Westchester,NY,10605.0
559,MAPLE AVENUE BRANCH,285 MAPLE AVENUE,Westchester,NY,10606.0
560,GREENBURGH BRANCH,409 TARRYTOWN RD,Westchester,NY,10607.0
561,NORTH BROADWAY BRANCH,984 NORTH BROADWAY,Westchester,NY,10701.0
562,YONKER STATION BANKING CENTER BRANCH,92 MAIN STREET,Westchester,NY,10701.0
563,YONKERS GETTY SQUARE BRANCH,47 SOUTH BROADWAY,Westchester,NY,10701.0
564,SAW MILL RIVER ROAD BRANCH,270 SAW MILL RIVER ROAD,Westchester,NY,10701.0
565,NEPPERHAN AVENUE BRANCH,1222 NEPPERHAN AVENUE,Westchester,NY,10703.0
566,CROSS COUNTY BRANCH,762 CENTRAL PARK AVENUE,Westchester,NY,10704.0
567,YONKERS KIMBALL AVE BRANCH,830 KIMBALL AVENUE,Westchester,NY,10704.0
568,MCLEAN AVENUE BRANCH,1044 MCLEAN AVENUE,Westchester,NY,10704.0
569,SOUTH BROADWAY YONKERS BRANCH,410 SOUTH BROADWAY,Westchester,NY,10705.0
570,HASTING BRANCH,565 WARBURTON AVENUE,Westchester,NY,10706.0
571,TUCKAHOE MAIN ST BRANCH,62 MAIN ST,Westchester,NY,10707.0
572,CRESTWOOD BRANCH,273 COLUMBUS AVENUE,Westchester,NY,10707.0
573,BRONXVILLE BRANCH,132 PARKWAY ROAD,Westchester,NY,10708.0
574,CHESTER HEIGHTS BRANCH,493 NEW ROCHELLE ROAD,Westchester,NY,10708.0
575,EASTCHESTER BRANCH,360 WHITE PLAINS ROAD,Westchester,NY,10709.0
576,CENTRAL PARK AVENUE BRANCH,2195 CENTRAL PARK AVENUE,Westchester,NY,10710.0
577,YONKERS NORTHEAST BANKING CTR BRANCH,2368 CENTRAL PARK AVENUE,Westchester,NY,10710.0
578,NEW ROCHELLE BRANCH,270 NORTH AVENUE,Westchester,NY,10801.0
579,NEW ROCHELLE MAIN ST BRANCH,491 MAIN STREET,Westchester,NY,10801.0
580,NEW ROCHELLE SHOPRITE BKG CTR BRANCH,8 JOYCE RD,Westchester,NY,10801.0
581,PELHAM BRANCH,35 FIFTH AVENUE,Westchester,NY,10803.0
582,PELHAM MANOR BRANCH,854 PELHAM PARKWAY,Westchester,NY,10803.0
583,QUAKER RIDGE BRANCH,45 QUAKER RIDGE ROAD,Westchester,NY,10804.0
584,NEW ROCHELLE BRANCH,1292 NORTH AVENUE,Westchester,NY,10804.0
585,NEW ROCHELLE BRANCH,105 PELHAM ROAD,Westchester,NY,10805.0
586,SUFFERN BRANCH,67 LAFAYETTE STREET,Rockland,NY,10901.0
587,TALLMAN BRANCH,1 SOUTH AIRMONT ROAD,Rockland,NY,10901.0
588,CONGERS BRANCH,56 LAKE ROAD,Rockland,NY,10920.0
589,GARNERVILLE BRANCH,58 WEST RAMAPO ROAD,Rockland,NY,10923.0
590,GOSHEN BANKING CENTER BRANCH,100 CANAL STREET,Orange,NY,10924.0
591,GREENWOOD LAKE BRANCH,138 WINDEMERE AVENUE,Orange,NY,10925.0
592,HAVERSTRAW 9W BRANCH,250 ROUTE 9 WEST,Rockland,NY,10927.0
593,WEST POINT BRANCH,271 MAIN STREET,Orange,NY,10928.0
594,MIDDLETOWN BRANCH,135 NORTH STREET,Orange,NY,10940.0
595,ORANGE PLAZA BRANCH,440 NEW YORK HIGHWAY 211 EAST,Orange,NY,10940.0
596,MIDDLETOWN FAIRGROUNDS PLAZA BRANCH,12 LLOYDS LN,Orange,NY,10940.0
597,MONROE BRANCH,"475 ROUTE 17M, K-MART PLAZA",Orange,NY,10950.0
598,MONROE RT 17M BRANCH,"800 ROUTE 17M, SUITE 10",Orange,NY,10950.0
599,COLLEGE ROAD WEST MONSEY BANKING CENTER BRANCH,410 ROUTE 59,Rockland,NY,10952.0
600,MONSEY BRANCH,405 WEST NEW YORK ROUTE 59,Rockland,NY,10952.0
601,NANUET DRIVEUP BRANCH,39 SMITH STREET,Rockland,NY,10954.0
602,NANUET MIDDLETOWN BRANCH,250 SOUTH MIDDLETOWN ROAD,Rockland,NY,10954.0
603,ROUTE 59 BRANCH,123 EAST ROUTE 59,Rockland,NY,10954.0
604,NEW CITY NEW HEMPSTEAD BRANCH,2 NEW HEMPSTEAD ROAD,Rockland,NY,10956.0
605,NEW CITY SOUTH MAIN BRANCH,316 SOUTH MAIN STREET,Rockland,NY,10956.0
606,NEW CITY BRANCH,102 SOUTH MAIN STREET,Rockland,NY,10956.0
607,NYACK NORTH BROADWAY BRANCH,20 NORTH BROADWAY,Rockland,NY,10960.0
608,NEW YORK NORTH BRANCH,333 ROUTE 303,Rockland,NY,10962.0
609,ORANGEBURG BRANCH,60 DUTCH HILL ROAD,Rockland,NY,10962.0
610,PEARL RIVER BRANCH,1 EAST CENTRAL AVENUE,Rockland,NY,10965.0
611,POMONA BRANCH,"1581 ROUTE 202, STE 2",Rockland,NY,10970.0
612,SPARKILL BRANCH,637 MAIN STREET,Rockland,NY,10976.0
613,CHESTNUT RIDGE BRANCH,501 CHESTNUT RIDGE ROAD,Rockland,NY,10977.0
614,HILLCREST NORTH MAIN BRANCH,269 NORTH MAIN STREET,Rockland,NY,10977.0
615,IBM CORP CASHIER BRANCH,LONG MEADOW ROAD,Orange,NY,10979.0
616,STONY POINT BRANCH,22 SOUTH LIBERTY DRIVE,Rockland,NY,10980.0
617,TUXEDO BRANCH,241 NEW YORK ROUTE 17,Orange,NY,10987.0
618,VALLEY COTTAGE BRANCH,124 ROUTE 303,Rockland,NY,10989.0
619,WARWICK BRANCH,30 MAIN STREET,Orange,NY,10990.0
620,WARWICK FAIRGROUNDS BANKING CENTER BRANCH,146 NEW YORK ROUTE 94 SOUTH,Orange,NY,10990.0
621,WASHINGTONVILLE BRANCH,7 WEST MAIN STREET,Orange,NY,10992.0
622,PALISADES CENTER BRANCH,1302 PALISADES CENTER DRIVE,Rockland,NY,10994.0
623,FLORAL PARK VERBENA BRANCH,15 VERBENA AVENUE,Nassau,NY,11001.0
624,BELLEROSE BRANCH,24720 JERICHO TURNPIKE,Nassau,NY,11001.0
625,BROADWAY AND ELMONT BRANCH,1644 DUTCH BROADWAY,Nassau,NY,11003.0
626,ALDEN MANOR BRANCH,23939 LINDEN BOULEVARD,Nassau,NY,11003.0
627,GLEN OAKS BRANCH,256-21 UNION TURNPIKE,Queens,NY,11004.0
628,NORTH SHORE TOWERS BRANCH,27258 GRAND CENTRAL PARKWAY,Queens,NY,11005.0
629,FRANKLIN SQUARE BANKING CENTER BRANCH,925 HEMPSTEAD TURNPIKE,Nassau,NY,11010.0
630,FRANKLIN GATE BRANCH,654 FRANKLIN AVENUE,Nassau,NY,11010.0
631,GREAT NECK NORTHERN BOULEVARD BRANCH,410 NORTHERN BOULEVARD,Nassau,NY,11021.0
632,GREAT NECK PLAZA BRANCH,22 GRACE AVENUE,Nassau,NY,11021.0
633,GREAT NECK BRANCH,60 GREAT NECK ROAD,Nassau,NY,11021.0
634,GREAT NECK BRANCH,675 MIDDLE NECK ROAD,Nassau,NY,11023.0
635,MUNSEY PARK BRANCH,2111 NORTHERN BOULEVARD,Nassau,NY,11030.0
636,MANHASSET BRANCH,330 PLANDOME ROAD,Nassau,NY,11030.0
637,NEW HYDE PARK BRANCH,350 HILLSIDE AVENUE,Nassau,NY,11040.0
638,JERICHO TURNPIKE BRANCH,2360 JERICHO TPKE,Nassau,NY,11040.0
639,LAKE SUCCESS BRANCH,2335 NEW HYDE PARK ROAD,Nassau,NY,11042.0
640,PORT WASHINGTON BRANCH,115 MAIN STREET,Nassau,NY,11050.0
641,PORT WASHINGTON BRANCH,805 PORT WASHINGTON BOULEVARD,Nassau,NY,11050.0
642,HUNTERS POINT BRANCH,10-51 JACKSON AVENUE,Queens,NY,11101.0
643,QUEENS PLAZA BANKING CENTER BRANCH,25-15 QUEENS PLAZA NORTH,Queens,NY,11101.0
644,ASTORIA 30TH AVENUE BRANCH,31-05 30TH AVENUE,Queens,NY,11102.0
645,STEINWAY AND BROADWAY BRANCH,38-18 BROADWAY,Queens,NY,11103.0
